ix,iy,x_m,y_m,depth_m
94,0,-17.248406,-80.666801,13.994507
95,0,-16.692006,-80.666801,13.991992
96,0,-16.135606,-80.666801,13.989477
97,0,-15.579205,-80.666801,13.986962
98,0,-15.022805,-80.666801,13.984447
99,0,-14.466405,-80.666801,13.981932
100,0,-13.910005,-80.666801,13.979417
101,0,-13.353605,-80.666801,13.976799
102,0,-12.797205,-80.666801,13.974181
103,0,-12.240804,-80.666801,13.971563
104,0,-11.684404,-80.666801,13.968945
105,0,-11.128004,-80.666801,13.966326
106,0,-10.571604,-80.666801,13.963708
107,0,-10.015204,-80.666801,13.961090
108,0,-9.458803,-80.666801,13.958472
109,0,-8.902403,-80.666801,13.955854
110,0,-8.346003,-80.666801,13.953235
111,0,-7.789603,-80.666801,13.950617
112,0,-7.233203,-80.666801,13.947999
113,0,-6.676802,-80.666801,13.945381
114,0,-6.120402,-80.666801,13.942762
115,0,-5.564002,-80.666801,13.940144
116,0,-5.007602,-80.666801,13.937526
117,0,-4.451202,-80.666801,13.934897
118,0,-3.894801,-80.666801,13.932246
119,0,-3.338401,-80.666801,13.929595
120,0,-2.782001,-80.666801,13.926945
121,0,-2.225601,-80.666801,13.924294
122,0,-1.669201,-80.666801,13.921643
123,0,-1.112800,-80.666801,13.918992
124,0,-0.556400,-80.666801,13.916341
125,0,0.000000,-80.666801,13.913691
126,0,0.556400,-80.666801,13.911040
127,0,1.112800,-80.666801,13.908389
128,0,1.669201,-80.666801,13.905738
129,0,2.225601,-80.666801,13.903087
130,0,2.782001,-80.666801,13.900437
131,0,3.338401,-80.666801,13.897786
132,0,3.894801,-80.666801,13.895135
133,0,4.451202,-80.666801,13.892484
134,0,5.007602,-80.666801,13.889859
135,0,5.564002,-80.666801,13.887248
136,0,6.120402,-80.666801,13.884636
137,0,6.676802,-80.666801,13.882025
138,0,7.233203,-80.666801,13.879413
139,0,7.789603,-80.666801,13.876801
140,0,8.346003,-80.666801,13.874190
141,0,8.902403,-80.666801,13.871578
142,0,9.458803,-80.666801,13.868967
143,0,10.015204,-80.666801,13.866355
144,0,10.571604,-80.666801,13.863743
145,0,11.128004,-80.666801,13.861132
146,0,11.684404,-80.666801,13.858520
147,0,12.240804,-80.666801,13.855908
148,0,12.797205,-80.666801,13.853297
149,0,13.353605,-80.666801,13.850685
150,0,13.910005,-80.666801,13.848074
151,0,14.466405,-80.666801,13.845571
152,0,15.022805,-80.666801,13.843069
153,0,15.579205,-80.666801,13.840566
154,0,16.135606,-80.666801,13.838064
155,0,16.692006,-80.666801,13.835561
156,0,17.248406,-80.666801,13.833059
157,0,17.804806,-80.666801,13.830557
158,0,18.361206,-80.666801,13.828054
159,0,18.917607,-80.666801,13.825552
160,0,19.474007,-80.666801,13.823049
161,0,20.030407,-80.666801,13.820547
162,0,20.586807,-80.666801,13.818044
163,0,21.143207,-80.666801,13.815542
164,0,21.699608,-80.666801,13.813039
165,0,22.256008,-80.666801,13.810537
166,0,22.812408,-80.666801,13.808035
167,0,23.368808,-80.666801,13.805590
168,0,23.925208,-80.666801,13.803262
169,0,24.481609,-80.666801,13.800934
170,0,25.038009,-80.666801,13.798605
171,0,25.594409,-80.666801,13.796277
172,0,26.150809,-80.666801,13.793949
173,0,26.707209,-80.666801,13.791621
174,0,27.263610,-80.666801,13.789292
175,0,27.820010,-80.666801,13.786964
176,0,28.376410,-80.666801,13.784636
177,0,28.932810,-80.666801,13.782307
178,0,29.489210,-80.666801,13.779979
179,0,30.045611,-80.666801,13.777651
180,0,30.602011,-80.666801,13.775323
181,0,31.158411,-80.666801,13.772994
182,0,31.714811,-80.666801,13.770666
183,0,32.271211,-80.666801,13.768338
184,0,32.827612,-80.666801,13.766163
185,0,33.384012,-80.666801,13.764065
186,0,33.940412,-80.666801,13.761967
187,0,34.496812,-80.666801,13.759869
188,0,35.053212,-80.666801,13.757771
189,0,35.609613,-80.666801,13.755673
190,0,36.166013,-80.666801,13.753576
191,0,36.722413,-80.666801,13.751478
192,0,37.278813,-80.666801,13.749380
193,0,37.835213,-80.666801,13.747282
194,0,38.391614,-80.666801,13.745184
195,0,38.948014,-80.666801,13.743086
196,0,39.504414,-80.666801,13.740988
197,0,40.060814,-80.666801,13.738890
198,0,40.617214,-80.666801,13.736792
199,0,41.173615,-80.666801,13.734694
200,0,41.730015,-80.666801,13.732596
201,0,42.286415,-80.666801,13.730772
202,0,42.842815,-80.666801,13.728948
203,0,43.399215,-80.666801,13.727124
204,0,43.955615,-80.666801,13.725300
205,0,44.512016,-80.666801,13.723476
206,0,45.068416,-80.666801,13.721652
207,0,45.624816,-80.666801,13.719828
208,0,46.181216,-80.666801,13.718004
209,0,46.737616,-80.666801,13.716180
210,0,47.294017,-80.666801,13.714356
211,0,47.850417,-80.666801,13.712532
212,0,48.406817,-80.666801,13.710708
213,0,48.963217,-80.666801,13.708884
214,0,49.519617,-80.666801,13.707060
215,0,50.076018,-80.666801,13.705236
216,0,50.632418,-80.666801,13.703412
217,0,51.188818,-80.666801,13.701688
218,0,51.745218,-80.666801,13.700163
219,0,52.301618,-80.666801,13.698638
220,0,52.858019,-80.666801,13.697114
221,0,53.414419,-80.666801,13.695589
222,0,53.970819,-80.666801,13.694064
223,0,54.527219,-80.666801,13.692539
224,0,55.083619,-80.666801,13.691015
225,0,55.640020,-80.666801,13.689490
226,0,56.196420,-80.666801,13.687965
227,0,56.752820,-80.666801,13.686441
228,0,57.309220,-80.666801,13.684916
229,0,57.865620,-80.666801,13.683391
230,0,58.422021,-80.666801,13.681867
231,0,58.978421,-80.666801,13.680342
232,0,59.534821,-80.666801,13.678817
233,0,60.091221,-80.666801,13.677293
234,0,60.647621,-80.666801,13.675971
235,0,61.204022,-80.666801,13.674751
236,0,61.760422,-80.666801,13.673531
237,0,62.316822,-80.666801,13.672311
238,0,62.873222,-80.666801,13.671091
239,0,63.429622,-80.666801,13.669871
240,0,63.986023,-80.666801,13.668651
241,0,64.542423,-80.666801,13.667431
242,0,65.098823,-80.666801,13.666211
243,0,65.655223,-80.666801,13.664991
244,0,66.211623,-80.666801,13.663771
245,0,66.768024,-80.666801,13.662551
246,0,67.324424,-80.666801,13.661331
247,0,67.880824,-80.666801,13.660111
248,0,68.437224,-80.666801,13.658891
249,0,68.993624,-80.666801,13.657671
250,0,69.550025,-80.666801,13.656451
0,1,-69.550025,-80.090610,14.171939
1,1,-68.993624,-80.090610,14.170701
2,1,-68.437224,-80.090610,14.169463
3,1,-67.880824,-80.090610,14.168225
4,1,-67.324424,-80.090610,14.166988
5,1,-66.768024,-80.090610,14.165750
6,1,-66.211623,-80.090610,14.164512
7,1,-65.655223,-80.090610,14.163274
8,1,-65.098823,-80.090610,14.162036
9,1,-64.542423,-80.090610,14.160798
10,1,-63.986023,-80.090610,14.159561
11,1,-63.429622,-80.090610,14.158323
12,1,-62.873222,-80.090610,14.157085
13,1,-62.316822,-80.090610,14.155847
14,1,-61.760422,-80.090610,14.154609
15,1,-61.204022,-80.090610,14.153372
16,1,-60.647621,-80.090610,14.152134
17,1,-60.091221,-80.090610,14.150794
18,1,-59.534821,-80.090610,14.149249
19,1,-58.978421,-80.090610,14.147704
20,1,-58.422021,-80.090610,14.146160
21,1,-57.865620,-80.090610,14.144615
22,1,-57.309220,-80.090610,14.143071
23,1,-56.752820,-80.090610,14.141526
24,1,-56.196420,-80.090610,14.139981
25,1,-55.640020,-80.090610,14.138437
26,1,-55.083619,-80.090610,14.136892
27,1,-54.527219,-80.090610,14.135348
28,1,-53.970819,-80.090610,14.133803
29,1,-53.414419,-80.090610,14.132258
30,1,-52.858019,-80.090610,14.130714
31,1,-52.301618,-80.090610,14.129169
32,1,-51.745218,-80.090610,14.127625
33,1,-51.188818,-80.090610,14.126080
34,1,-50.632418,-80.090610,14.124335
35,1,-50.076018,-80.090610,14.122491
36,1,-49.519617,-80.090610,14.120646
37,1,-48.963217,-80.090610,14.118802
38,1,-48.406817,-80.090610,14.116957
39,1,-47.850417,-80.090610,14.115112
40,1,-47.294017,-80.090610,14.113268
41,1,-46.737616,-80.090610,14.111423
42,1,-46.181216,-80.090610,14.109579
43,1,-45.624816,-80.090610,14.107734
44,1,-45.068416,-80.090610,14.105889
45,1,-44.512016,-80.090610,14.104045
46,1,-43.955615,-80.090610,14.102200
47,1,-43.399215,-80.090610,14.100356
48,1,-42.842815,-80.090610,14.098511
49,1,-42.286415,-80.090610,14.096666
50,1,-41.730015,-80.090610,14.094822
51,1,-41.173615,-80.090610,14.092705
52,1,-40.617214,-80.090610,14.090587
53,1,-40.060814,-80.090610,14.088470
54,1,-39.504414,-80.090610,14.086352
55,1,-38.948014,-80.090610,14.084235
56,1,-38.391614,-80.090610,14.082118
57,1,-37.835213,-80.090610,14.080000
58,1,-37.278813,-80.090610,14.077883
59,1,-36.722413,-80.090610,14.075766
60,1,-36.166013,-80.090610,14.073648
61,1,-35.609613,-80.090610,14.071531
62,1,-35.053212,-80.090610,14.069413
63,1,-34.496812,-80.090610,14.067296
64,1,-33.940412,-80.090610,14.065179
65,1,-33.384012,-80.090610,14.063061
66,1,-32.827612,-80.090610,14.060944
67,1,-32.271211,-80.090610,14.058751
68,1,-31.714811,-80.090610,14.056406
69,1,-31.158411,-80.090610,14.054061
70,1,-30.602011,-80.090610,14.051716
71,1,-30.045611,-80.090610,14.049372
72,1,-29.489210,-80.090610,14.047027
73,1,-28.932810,-80.090610,14.044682
74,1,-28.376410,-80.090610,14.042337
75,1,-27.820010,-80.090610,14.039993
76,1,-27.263610,-80.090610,14.037648
77,1,-26.707209,-80.090610,14.035303
78,1,-26.150809,-80.090610,14.032958
79,1,-25.594409,-80.090610,14.030613
80,1,-25.038009,-80.090610,14.028269
81,1,-24.481609,-80.090610,14.025924
82,1,-23.925208,-80.090610,14.023579
83,1,-23.368808,-80.090610,14.021234
84,1,-22.812408,-80.090610,14.018777
85,1,-22.256008,-80.090610,14.016262
86,1,-21.699608,-80.090610,14.013748
87,1,-21.143207,-80.090610,14.011234
88,1,-20.586807,-80.090610,14.008719
89,1,-20.030407,-80.090610,14.006205
90,1,-19.474007,-80.090610,14.003691
91,1,-18.917607,-80.090610,14.001176
92,1,-18.361206,-80.090610,13.998662
93,1,-17.804806,-80.090610,13.996148
94,1,-17.248406,-80.090610,13.993634
95,1,-16.692006,-80.090610,13.991119
96,1,-16.135606,-80.090610,13.988605
97,1,-15.579205,-80.090610,13.986091
98,1,-15.022805,-80.090610,13.983576
99,1,-14.466405,-80.090610,13.981062
100,1,-13.910005,-80.090610,13.978548
101,1,-13.353605,-80.090610,13.975930
102,1,-12.797205,-80.090610,13.973313
103,1,-12.240804,-80.090610,13.970695
104,1,-11.684404,-80.090610,13.968078
105,1,-11.128004,-80.090610,13.965460
106,1,-10.571604,-80.090610,13.962842
107,1,-10.015204,-80.090610,13.960225
108,1,-9.458803,-80.090610,13.957607
109,1,-8.902403,-80.090610,13.954990
110,1,-8.346003,-80.090610,13.952372
111,1,-7.789603,-80.090610,13.949755
112,1,-7.233203,-80.090610,13.947137
113,1,-6.676802,-80.090610,13.944520
114,1,-6.120402,-80.090610,13.941902
115,1,-5.564002,-80.090610,13.939285
116,1,-5.007602,-80.090610,13.936667
117,1,-4.451202,-80.090610,13.934039
118,1,-3.894801,-80.090610,13.931388
119,1,-3.338401,-80.090610,13.928738
120,1,-2.782001,-80.090610,13.926088
121,1,-2.225601,-80.090610,13.923438
122,1,-1.669201,-80.090610,13.920788
123,1,-1.112800,-80.090610,13.918138
124,1,-0.556400,-80.090610,13.915488
125,1,0.000000,-80.090610,13.912837
126,1,0.556400,-80.090610,13.910187
127,1,1.112800,-80.090610,13.907537
128,1,1.669201,-80.090610,13.904887
129,1,2.225601,-80.090610,13.902237
130,1,2.782001,-80.090610,13.899587
131,1,3.338401,-80.090610,13.896937
132,1,3.894801,-80.090610,13.894287
133,1,4.451202,-80.090610,13.891636
134,1,5.007602,-80.090610,13.889012
135,1,5.564002,-80.090610,13.886401
136,1,6.120402,-80.090610,13.883790
137,1,6.676802,-80.090610,13.881180
138,1,7.233203,-80.090610,13.878569
139,1,7.789603,-80.090610,13.875958
140,1,8.346003,-80.090610,13.873347
141,1,8.902403,-80.090610,13.870736
142,1,9.458803,-80.090610,13.868125
143,1,10.015204,-80.090610,13.865514
144,1,10.571604,-80.090610,13.862903
145,1,11.128004,-80.090610,13.860292
146,1,11.684404,-80.090610,13.857681
147,1,12.240804,-80.090610,13.855070
148,1,12.797205,-80.090610,13.852459
149,1,13.353605,-80.090610,13.849848
150,1,13.910005,-80.090610,13.847237
151,1,14.466405,-80.090610,13.844735
152,1,15.022805,-80.090610,13.842233
153,1,15.579205,-80.090610,13.839732
154,1,16.135606,-80.090610,13.837230
155,1,16.692006,-80.090610,13.834728
156,1,17.248406,-80.090610,13.832226
157,1,17.804806,-80.090610,13.829724
158,1,18.361206,-80.090610,13.827223
159,1,18.917607,-80.090610,13.824721
160,1,19.474007,-80.090610,13.822219
161,1,20.030407,-80.090610,13.819717
162,1,20.586807,-80.090610,13.817215
163,1,21.143207,-80.090610,13.814713
164,1,21.699608,-80.090610,13.812212
165,1,22.256008,-80.090610,13.809710
166,1,22.812408,-80.090610,13.807208
167,1,23.368808,-80.090610,13.804764
168,1,23.925208,-80.090610,13.802437
169,1,24.481609,-80.090610,13.800109
170,1,25.038009,-80.090610,13.797781
171,1,25.594409,-80.090610,13.795453
172,1,26.150809,-80.090610,13.793126
173,1,26.707209,-80.090610,13.790798
174,1,27.263610,-80.090610,13.788470
175,1,27.820010,-80.090610,13.786143
176,1,28.376410,-80.090610,13.783815
177,1,28.932810,-80.090610,13.781487
178,1,29.489210,-80.090610,13.779160
179,1,30.045611,-80.090610,13.776832
180,1,30.602011,-80.090610,13.774504
181,1,31.158411,-80.090610,13.772176
182,1,31.714811,-80.090610,13.769849
183,1,32.271211,-80.090610,13.767521
184,1,32.827612,-80.090610,13.765347
185,1,33.384012,-80.090610,13.763249
186,1,33.940412,-80.090610,13.761152
187,1,34.496812,-80.090610,13.759055
188,1,35.053212,-80.090610,13.756957
189,1,35.609613,-80.090610,13.754860
190,1,36.166013,-80.090610,13.752763
191,1,36.722413,-80.090610,13.750665
192,1,37.278813,-80.090610,13.748568
193,1,37.835213,-80.090610,13.746470
194,1,38.391614,-80.090610,13.744373
195,1,38.948014,-80.090610,13.742276
196,1,39.504414,-80.090610,13.740178
197,1,40.060814,-80.090610,13.738081
198,1,40.617214,-80.090610,13.735983
199,1,41.173615,-80.090610,13.733886
200,1,41.730015,-80.090610,13.731789
201,1,42.286415,-80.090610,13.729965
202,1,42.842815,-80.090610,13.728141
203,1,43.399215,-80.090610,13.726318
204,1,43.955615,-80.090610,13.724494
205,1,44.512016,-80.090610,13.722671
206,1,45.068416,-80.090610,13.720847
207,1,45.624816,-80.090610,13.719023
208,1,46.181216,-80.090610,13.717200
209,1,46.737616,-80.090610,13.715376
210,1,47.294017,-80.090610,13.713553
211,1,47.850417,-80.090610,13.711729
212,1,48.406817,-80.090610,13.709906
213,1,48.963217,-80.090610,13.708082
214,1,49.519617,-80.090610,13.706258
215,1,50.076018,-80.090610,13.704435
216,1,50.632418,-80.090610,13.702611
217,1,51.188818,-80.090610,13.700887
218,1,51.745218,-80.090610,13.699363
219,1,52.301618,-80.090610,13.697839
220,1,52.858019,-80.090610,13.696314
221,1,53.414419,-80.090610,13.694790
222,1,53.970819,-80.090610,13.693266
223,1,54.527219,-80.090610,13.691741
224,1,55.083619,-80.090610,13.690217
225,1,55.640020,-80.090610,13.688693
226,1,56.196420,-80.090610,13.687168
227,1,56.752820,-80.090610,13.685644
228,1,57.309220,-80.090610,13.684120
229,1,57.865620,-80.090610,13.682595
230,1,58.422021,-80.090610,13.681071
231,1,58.978421,-80.090610,13.679547
232,1,59.534821,-80.090610,13.678023
233,1,60.091221,-80.090610,13.676498
234,1,60.647621,-80.090610,13.675177
235,1,61.204022,-80.090610,13.673957
236,1,61.760422,-80.090610,13.672738
237,1,62.316822,-80.090610,13.671518
238,1,62.873222,-80.090610,13.670298
239,1,63.429622,-80.090610,13.669078
240,1,63.986023,-80.090610,13.667859
241,1,64.542423,-80.090610,13.666639
242,1,65.098823,-80.090610,13.665419
243,1,65.655223,-80.090610,13.664200
244,1,66.211623,-80.090610,13.662980
245,1,66.768024,-80.090610,13.661760
246,1,67.324424,-80.090610,13.660541
247,1,67.880824,-80.090610,13.659321
248,1,68.437224,-80.090610,13.658101
249,1,68.993624,-80.090610,13.656882
250,1,69.550025,-80.090610,13.655662
0,2,-69.550025,-79.514418,14.171019
1,2,-68.993624,-79.514418,14.169782
2,2,-68.437224,-79.514418,14.168544
3,2,-67.880824,-79.514418,14.167307
4,2,-67.324424,-79.514418,14.166069
5,2,-66.768024,-79.514418,14.164832
6,2,-66.211623,-79.514418,14.163594
7,2,-65.655223,-79.514418,14.162357
8,2,-65.098823,-79.514418,14.161119
9,2,-64.542423,-79.514418,14.159882
10,2,-63.986023,-79.514418,14.158644
11,2,-63.429622,-79.514418,14.157407
12,2,-62.873222,-79.514418,14.156169
13,2,-62.316822,-79.514418,14.154932
14,2,-61.760422,-79.514418,14.153694
15,2,-61.204022,-79.514418,14.152457
16,2,-60.647621,-79.514418,14.151219
17,2,-60.091221,-79.514418,14.149880
18,2,-59.534821,-79.514418,14.148335
19,2,-58.978421,-79.514418,14.146791
20,2,-58.422021,-79.514418,14.145247
21,2,-57.865620,-79.514418,14.143703
22,2,-57.309220,-79.514418,14.142159
23,2,-56.752820,-79.514418,14.140614
24,2,-56.196420,-79.514418,14.139070
25,2,-55.640020,-79.514418,14.137526
26,2,-55.083619,-79.514418,14.135982
27,2,-54.527219,-79.514418,14.134438
28,2,-53.970819,-79.514418,14.132893
29,2,-53.414419,-79.514418,14.131349
30,2,-52.858019,-79.514418,14.129805
31,2,-52.301618,-79.514418,14.128261
32,2,-51.745218,-79.514418,14.126717
33,2,-51.188818,-79.514418,14.125172
34,2,-50.632418,-79.514418,14.123428
35,2,-50.076018,-79.514418,14.121584
36,2,-49.519617,-79.514418,14.119740
37,2,-48.963217,-79.514418,14.117896
38,2,-48.406817,-79.514418,14.116052
39,2,-47.850417,-79.514418,14.114208
40,2,-47.294017,-79.514418,14.112364
41,2,-46.737616,-79.514418,14.110519
42,2,-46.181216,-79.514418,14.108675
43,2,-45.624816,-79.514418,14.106831
44,2,-45.068416,-79.514418,14.104987
45,2,-44.512016,-79.514418,14.103143
46,2,-43.955615,-79.514418,14.101299
47,2,-43.399215,-79.514418,14.099455
48,2,-42.842815,-79.514418,14.097611
49,2,-42.286415,-79.514418,14.095767
50,2,-41.730015,-79.514418,14.093922
51,2,-41.173615,-79.514418,14.091806
52,2,-40.617214,-79.514418,14.089689
53,2,-40.060814,-79.514418,14.087572
54,2,-39.504414,-79.514418,14.085455
55,2,-38.948014,-79.514418,14.083338
56,2,-38.391614,-79.514418,14.081221
57,2,-37.835213,-79.514418,14.079105
58,2,-37.278813,-79.514418,14.076988
59,2,-36.722413,-79.514418,14.074871
60,2,-36.166013,-79.514418,14.072754
61,2,-35.609613,-79.514418,14.070637
62,2,-35.053212,-79.514418,14.068521
63,2,-34.496812,-79.514418,14.066404
64,2,-33.940412,-79.514418,14.064287
65,2,-33.384012,-79.514418,14.062170
66,2,-32.827612,-79.514418,14.060053
67,2,-32.271211,-79.514418,14.057861
68,2,-31.714811,-79.514418,14.055516
69,2,-31.158411,-79.514418,14.053172
70,2,-30.602011,-79.514418,14.050828
71,2,-30.045611,-79.514418,14.048484
72,2,-29.489210,-79.514418,14.046140
73,2,-28.932810,-79.514418,14.043796
74,2,-28.376410,-79.514418,14.041451
75,2,-27.820010,-79.514418,14.039107
76,2,-27.263610,-79.514418,14.036763
77,2,-26.707209,-79.514418,14.034419
78,2,-26.150809,-79.514418,14.032075
79,2,-25.594409,-79.514418,14.029730
80,2,-25.038009,-79.514418,14.027386
81,2,-24.481609,-79.514418,14.025042
82,2,-23.925208,-79.514418,14.022698
83,2,-23.368808,-79.514418,14.020354
84,2,-22.812408,-79.514418,14.017897
85,2,-22.256008,-79.514418,14.015383
86,2,-21.699608,-79.514418,14.012869
87,2,-21.143207,-79.514418,14.010356
88,2,-20.586807,-79.514418,14.007842
89,2,-20.030407,-79.514418,14.005328
90,2,-19.474007,-79.514418,14.002815
91,2,-18.917607,-79.514418,14.000301
92,2,-18.361206,-79.514418,13.997787
93,2,-17.804806,-79.514418,13.995274
94,2,-17.248406,-79.514418,13.992760
95,2,-16.692006,-79.514418,13.990246
96,2,-16.135606,-79.514418,13.987733
97,2,-15.579205,-79.514418,13.985219
98,2,-15.022805,-79.514418,13.982705
99,2,-14.466405,-79.514418,13.980192
100,2,-13.910005,-79.514418,13.977678
101,2,-13.353605,-79.514418,13.975061
102,2,-12.797205,-79.514418,13.972444
103,2,-12.240804,-79.514418,13.969827
104,2,-11.684404,-79.514418,13.967210
105,2,-11.128004,-79.514418,13.964594
106,2,-10.571604,-79.514418,13.961977
107,2,-10.015204,-79.514418,13.959360
108,2,-9.458803,-79.514418,13.956743
109,2,-8.902403,-79.514418,13.954126
110,2,-8.346003,-79.514418,13.951509
111,2,-7.789603,-79.514418,13.948892
112,2,-7.233203,-79.514418,13.946275
113,2,-6.676802,-79.514418,13.943659
114,2,-6.120402,-79.514418,13.941042
115,2,-5.564002,-79.514418,13.938425
116,2,-5.007602,-79.514418,13.935808
117,2,-4.451202,-79.514418,13.933180
118,2,-3.894801,-79.514418,13.930531
119,2,-3.338401,-79.514418,13.927881
120,2,-2.782001,-79.514418,13.925232
121,2,-2.225601,-79.514418,13.922582
122,2,-1.669201,-79.514418,13.919933
123,2,-1.112800,-79.514418,13.917283
124,2,-0.556400,-79.514418,13.914634
125,2,0.000000,-79.514418,13.911984
126,2,0.556400,-79.514418,13.909335
127,2,1.112800,-79.514418,13.906685
128,2,1.669201,-79.514418,13.904036
129,2,2.225601,-79.514418,13.901387
130,2,2.782001,-79.514418,13.898737
131,2,3.338401,-79.514418,13.896088
132,2,3.894801,-79.514418,13.893438
133,2,4.451202,-79.514418,13.890789
134,2,5.007602,-79.514418,13.888165
135,2,5.564002,-79.514418,13.885555
136,2,6.120402,-79.514418,13.882945
137,2,6.676802,-79.514418,13.880334
138,2,7.233203,-79.514418,13.877724
139,2,7.789603,-79.514418,13.875114
140,2,8.346003,-79.514418,13.872504
141,2,8.902403,-79.514418,13.869893
142,2,9.458803,-79.514418,13.867283
143,2,10.015204,-79.514418,13.864673
144,2,10.571604,-79.514418,13.862062
145,2,11.128004,-79.514418,13.859452
146,2,11.684404,-79.514418,13.856842
147,2,12.240804,-79.514418,13.854231
148,2,12.797205,-79.514418,13.851621
149,2,13.353605,-79.514418,13.849011
150,2,13.910005,-79.514418,13.846400
151,2,14.466405,-79.514418,13.843899
152,2,15.022805,-79.514418,13.841398
153,2,15.579205,-79.514418,13.838897
154,2,16.135606,-79.514418,13.836396
155,2,16.692006,-79.514418,13.833895
156,2,17.248406,-79.514418,13.831393
157,2,17.804806,-79.514418,13.828892
158,2,18.361206,-79.514418,13.826391
159,2,18.917607,-79.514418,13.823890
160,2,19.474007,-79.514418,13.821389
161,2,20.030407,-79.514418,13.818887
162,2,20.586807,-79.514418,13.816386
163,2,21.143207,-79.514418,13.813885
164,2,21.699608,-79.514418,13.811384
165,2,22.256008,-79.514418,13.808883
166,2,22.812408,-79.514418,13.806381
167,2,23.368808,-79.514418,13.803938
168,2,23.925208,-79.514418,13.801611
169,2,24.481609,-79.514418,13.799284
170,2,25.038009,-79.514418,13.796957
171,2,25.594409,-79.514418,13.794630
172,2,26.150809,-79.514418,13.792303
173,2,26.707209,-79.514418,13.789976
174,2,27.263610,-79.514418,13.787648
175,2,27.820010,-79.514418,13.785321
176,2,28.376410,-79.514418,13.782994
