ix,iy,x_m,y_m,depth_m
64,5,70.0,-75.0,7.7
65,5,75.0,-75.0,7.75
66,5,80.0,-75.0,7.8
67,5,85.0,-75.0,7.85
68,5,90.0,-75.0,7.9
69,5,95.0,-75.0,7.95
70,5,100.0,-75.0,8.0
71,5,105.0,-75.0,8.05
72,5,110.0,-75.0,8.1
73,5,115.0,-75.0,8.15
74,5,120.0,-75.0,8.2
75,5,125.0,-75.0,8.25
76,5,130.0,-75.0,8.3
77,5,135.0,-75.0,8.35
78,5,140.0,-75.0,8.4
79,5,145.0,-75.0,8.45
80,5,150.0,-75.0,8.5
81,5,155.0,-75.0,8.55
82,5,160.0,-75.0,8.6
83,5,165.0,-75.0,8.65
84,5,170.0,-75.0,8.7
85,5,175.0,-75.0,8.75
86,5,180.0,-75.0,8.8
87,5,185.0,-75.0,8.85
88,5,190.0,-75.0,8.9
89,5,195.0,-75.0,8.95
90,5,200.0,-75.0,9.0
91,5,205.0,-75.0,9.05
92,5,210.0,-75.0,9.1
93,5,215.0,-75.0,9.15
94,5,220.0,-75.0,9.2
95,5,225.0,-75.0,9.25
96,5,230.0,-75.0,9.3
97,5,235.0,-75.0,9.35
98,5,240.0,-75.0,9.4
99,5,245.0,-75.0,9.45
100,5,250.0,-75.0,9.5
0,6,-250.0,-70.0,4.5
1,6,-245.0,-70.0,4.55
2,6,-240.0,-70.0,4.6
3,6,-235.0,-70.0,4.65
4,6,-230.0,-70.0,4.7
5,6,-225.0,-70.0,4.75
6,6,-220.0,-70.0,4.8
7,6,-215.0,-70.0,4.85
8,6,-210.0,-70.0,4.9
9,6,-205.0,-70.0,4.95
10,6,-200.0,-70.0,5.0
11,6,-195.0,-70.0,5.05
12,6,-190.0,-70.0,5.1
13,6,-185.0,-70.0,5.15
14,6,-180.0,-70.0,5.2
15,6,-175.0,-70.0,5.25
16,6,-170.0,-70.0,5.3
17,6,-165.0,-70.0,5.35
18,6,-160.0,-70.0,5.4
19,6,-155.0,-70.0,5.45
20,6,-150.0,-70.0,5.5
21,6,-145.0,-70.0,5.55
22,6,-140.0,-70.0,5.6
23,6,-135.0,-70.0,5.65
24,6,-130.0,-70.0,5.7
25,6,-125.0,-70.0,5.75
26,6,-120.0,-70.0,5.8
27,6,-115.0,-70.0,5.85
28,6,-110.0,-70.0,5.9
29,6,-105.0,-70.0,5.95
30,6,-100.0,-70.0,6.0
31,6,-95.0,-70.0,6.05
32,6,-90.0,-70.0,6.1
33,6,-85.0,-70.0,6.15
34,6,-80.0,-70.0,6.2
35,6,-75.0,-70.0,6.25
36,6,-70.0,-70.0,6.3
37,6,-65.0,-70.0,6.35
38,6,-60.0,-70.0,6.4
39,6,-55.0,-70.0,6.45
40,6,-50.0,-70.0,6.5
41,6,-45.0,-70.0,6.55
42,6,-40.0,-70.0,6.6
43,6,-35.0,-70.0,6.65
44,6,-30.0,-70.0,6.7
45,6,-25.0,-70.0,6.75
46,6,-20.0,-70.0,6.8
47,6,-15.0,-70.0,6.85
48,6,-10.0,-70.0,6.9
49,6,-5.0,-70.0,6.95
50,6,0.0,-70.0,7.0
51,6,5.0,-70.0,7.05
52,6,10.0,-70.0,7.1
53,6,15.0,-70.0,7.15
54,6,20.0,-70.0,7.2
55,6,25.0,-70.0,7.25
56,6,30.0,-70.0,7.3
57,6,35.0,-70.0,7.35
58,6,40.0,-70.0,7.4
59,6,45.0,-70.0,7.45
60,6,50.0,-70.0,7.5
61,6,55.0,-70.0,7.55
62,6,60.0,-70.0,7.6
63,6,65.0,-70.0,7.65
64,6,70.0,-70.0,7.7
65,6,75.0,-70.0,7.75
66,6,80.0,-70.0,7.8
67,6,85.0,-70.0,7.85
68,6,90.0,-70.0,7.9
69,6,95.0,-70.0,7.95
70,6,100.0,-70.0,8.0
71,6,105.0,-70.0,8.05
72,6,110.0,-70.0,8.1
73,6,115.0,-70.0,8.15
74,6,120.0,-70.0,8.2
75,6,125.0,-70.0,8.25
76,6,130.0,-70.0,8.3
77,6,135.0,-70.0,8.35
78,6,140.0,-70.0,8.4
79,6,145.0,-70.0,8.45
80,6,150.0,-70.0,8.5
81,6,155.0,-70.0,8.55
82,6,160.0,-70.0,8.6
83,6,165.0,-70.0,8.65
84,6,170.0,-70.0,8.7
85,6,175.0,-70.0,8.75
86,6,180.0,-70.0,8.8
87,6,185.0,-70.0,8.85
88,6,190.0,-70.0,8.9
89,6,195.0,-70.0,8.95
90,6,200.0,-70.0,9.0
91,6,205.0,-70.0,9.05
92,6,210.0,-70.0,9.1
93,6,215.0,-70.0,9.15
94,6,220.0,-70.0,9.2
95,6,225.0,-70.0,9.25
96,6,230.0,-70.0,9.3
97,6,235.0,-70.0,9.35
98,6,240.0,-70.0,9.4
99,6,245.0,-70.0,9.45
100,6,250.0,-70.0,9.5
0,7,-250.0,-65.0,4.5
1,7,-245.0,-65.0,4.55
2,7,-240.0,-65.0,4.6
3,7,-235.0,-65.0,4.65
4,7,-230.0,-65.0,4.7
5,7,-225.0,-65.0,4.75
6,7,-220.0,-65.0,4.8
7,7,-215.0,-65.0,4.85
8,7,-210.0,-65.0,4.9
9,7,-205.0,-65.0,4.95
10,7,-200.0,-65.0,5.0
11,7,-195.0,-65.0,5.05
12,7,-190.0,-65.0,5.1
13,7,-185.0,-65.0,5.15
14,7,-180.0,-65.0,5.2
15,7,-175.0,-65.0,5.25
16,7,-170.0,-65.0,5.3
17,7,-165.0,-65.0,5.35
18,7,-160.0,-65.0,5.4
19,7,-155.0,-65.0,5.45
20,7,-150.0,-65.0,5.5
21,7,-145.0,-65.0,5.55
22,7,-140.0,-65.0,5.6
23,7,-135.0,-65.0,5.65
24,7,-130.0,-65.0,5.7
25,7,-125.0,-65.0,5.75
26,7,-120.0,-65.0,5.8
27,7,-115.0,-65.0,5.85
28,7,-110.0,-65.0,5.9
29,7,-105.0,-65.0,5.95
30,7,-100.0,-65.0,6.0
31,7,-95.0,-65.0,6.05
32,7,-90.0,-65.0,6.1
33,7,-85.0,-65.0,6.15
34,7,-80.0,-65.0,6.2
35,7,-75.0,-65.0,6.25
36,7,-70.0,-65.0,6.3
37,7,-65.0,-65.0,6.35
38,7,-60.0,-65.0,6.4
39,7,-55.0,-65.0,6.45
40,7,-50.0,-65.0,6.5
41,7,-45.0,-65.0,6.55
42,7,-40.0,-65.0,6.6
43,7,-35.0,-65.0,6.65
44,7,-30.0,-65.0,6.7
45,7,-25.0,-65.0,6.75
46,7,-20.0,-65.0,6.8
47,7,-15.0,-65.0,6.85
48,7,-10.0,-65.0,6.9
49,7,-5.0,-65.0,6.95
50,7,0.0,-65.0,7.0
51,7,5.0,-65.0,7.05
52,7,10.0,-65.0,7.1
53,7,15.0,-65.0,7.15
54,7,20.0,-65.0,7.2
55,7,25.0,-65.0,7.25
56,7,30.0,-65.0,7.3
57,7,35.0,-65.0,7.35
58,7,40.0,-65.0,7.4
59,7,45.0,-65.0,7.45
60,7,50.0,-65.0,7.5
61,7,55.0,-65.0,7.55
62,7,60.0,-65.0,7.6
63,7,65.0,-65.0,7.65
64,7,70.0,-65.0,7.7
65,7,75.0,-65.0,7.75
66,7,80.0,-65.0,7.8
67,7,85.0,-65.0,7.85
68,7,90.0,-65.0,7.9
69,7,95.0,-65.0,7.95
70,7,100.0,-65.0,8.0
71,7,105.0,-65.0,8.05
72,7,110.0,-65.0,8.1
73,7,115.0,-65.0,8.15
74,7,120.0,-65.0,8.2
75,7,125.0,-65.0,8.25
76,7,130.0,-65.0,8.3
77,7,135.0,-65.0,8.35
78,7,140.0,-65.0,8.4
79,7,145.0,-65.0,8.45
80,7,150.0,-65.0,8.5
81,7,155.0,-65.0,8.55
82,7,160.0,-65.0,8.6
83,7,165.0,-65.0,8.65
84,7,170.0,-65.0,8.7
85,7,175.0,-65.0,8.75
86,7,180.0,-65.0,8.8
87,7,185.0,-65.0,8.85
88,7,190.0,-65.0,8.9
89,7,195.0,-65.0,8.95
